8.028545999999999253e-03	1.271571300000000002e-02	2.654866999999999991e-03	4.374453000000000369e-03	7.168459000000000289e-03	6.238859000000000245e-03	5.569105690000000219e-01	7.591776799999999659e-01	2.839396599999999965e-02	4.599815999999999627e-03	7.968127000000000196e-03	1.131687200000000039e-02
4.442462090000000030e-01	8.174386999999999973e-03	3.008849599999999930e-02	2.624672000000000203e-03	1.075268799999999983e-02	1.158645300000000003e-02	8.747967479999999574e-01	9.170337739999999682e-01	1.357586510000000080e-01	7.819687200000000060e-02	1.992031899999999883e-02	7.201645999999999916e-03
8.626226580000000421e-01	3.178928200000000204e-02	9.734513000000000194e-03	6.561679800000000395e-02	1.971326199999999876e-02	2.228163999999999839e-02	9.024390239999999785e-01	9.530102790000000157e-01	4.383318540000000207e-01	2.667893299999999843e-02	1.792828700000000108e-02	1.028806600000000022e-02
1.000000000000000000e+00	5.549500450000000029e-01	8.849557500000000687e-02	5.511810999999999794e-02	5.465949800000000081e-02	4.278074899999999986e-02	9.300813009999999714e-01	9.574155650000000239e-01	7.622005320000000417e-01	2.511499540000000086e-01	9.960158999999999679e-03	5.144033000000000112e-03
9.830508470000000054e-01	8.928247049999999962e-01	7.283185840000000466e-01	6.587926509999999514e-01	5.519713259999999844e-01	5.133689839999999727e-01	9.869918699999999934e-01	9.867841410000000035e-01	8.908606919999999540e-01	7.874885000000000357e-01	4.173306769999999832e-01	4.218107000000000106e-02
7.439785909999999669e-01	1.000000000000000000e+00	9.424778759999999922e-01	9.037620299999999940e-01	8.629032260000000232e-01	8.778966129999999923e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.337626489999999446e-01	9.153386449999999508e-01	8.580246910000000060e-01
8.028545999999999253e-03	9.654859220000000519e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.847670250000000181e-01	1.000000000000000000e+00	9.642276419999999959e-01	9.706314240000000204e-01	9.902395739999999558e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
8.028545999999999253e-03	6.857402360000000030e-01	9.026548669999999719e-01	9.422572179999999520e-01	1.000000000000000000e+00	9.777183600000000085e-01	8.967479670000000347e-01	9.155653449999999749e-01	7.799467610000000439e-01	8.721251150000000063e-01	9.213147409999999926e-01	8.775720160000000103e-01
0.000000000000000000e+00	0.000000000000000000e+00	6.902654900000000648e-02	5.380577429999999772e-01	7.930107530000000127e-01	7.691622099999999573e-01	1.325203249999999944e-01	7.085168870000000396e-01	2.573203199999999843e-02	1.747930079999999997e-01	2.270916329999999872e-01	7.407407400000000364e-02
8.920609999999999824e-04	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
