2.998991833438297006e-02	8.120767243795117274e-01	2.399028206561370224e-01	3.796740885418254385e-01	3.028169019913487525e-01	2.300615137555964695e-01	7.284504809757589294e-01	6.791723012925690028e-01	6.684262151510163008e-01	1.445399255782728598e-01	2.289960218108472723e-01	1.260596140356471939e-01	1.890086360177247737e-01	4.622584012427911615e-01	2.354904668801674761e-01
3.162145677432889185e-02	7.603177452167079187e-01	2.484517054285026727e-01	3.911044231654380865e-01	3.028416690273165734e-01	2.559327259443258673e-01	7.063977926984845723e-01	6.881804575263912316e-01	7.248521951030829635e-01	1.444170192992810797e-01	2.415547661527541745e-01	1.238285233169728883e-01	1.667646387042327760e-01	4.663668621403285752e-01	2.271019211979100616e-01
3.001842699804463041e-02	7.607694261920942003e-01	2.543584893768499611e-01	4.124240315888677011e-01	3.034148310542492677e-01	2.206107110171955932e-01	7.634268644502721912e-01	6.649495034555720219e-01	6.666485446343276555e-01	1.226481504941952100e-01	2.508494728838180921e-01	1.220891012760417366e-01	1.775128015671192938e-01	4.531007382663601590e-01	2.273791490675635407e-01
3.012555942307991105e-02	8.327214637886755089e-01	2.862496491081306660e-01	4.129815830960028578e-01	3.129790447904063910e-01	2.097783306637553691e-01	7.696604988061233055e-01	6.454550233351405986e-01	7.161928624938831422e-01	1.228358635611564165e-01	2.747723867700300748e-01	1.264049097485668849e-01	2.048611196734316797e-01	4.660988154408008399e-01	2.481802472931236014e-01
2.937350211742102007e-02	8.107594725710339789e-01	3.047542643081560532e-01	3.923573575943422043e-01	3.141809124742837023e-01	2.493444522633203597e-01	6.951611228069625170e-01	6.788268778907377010e-01	6.320261793937197448e-01	1.068014371773062521e-01	2.805717709230424184e-01	1.247551231137785932e-01	1.571245299922627847e-01	4.834003591398712829e-01	2.544720675581542135e-01
3.134795685598908144e-02	8.343681630638828395e-01	3.124781744254732652e-01	3.897996127047763659e-01	3.160758251928816320e-01	2.424721137562124706e-01	6.844917953308088387e-01	6.554954016949532392e-01	6.617907627284920213e-01	9.114389072118424251e-02	3.059826016963694273e-01	1.346781502241129191e-01	1.838021104845717624e-01	4.920281021830036905e-01	2.638688276351071615e-01
3.183814854717526704e-02	7.867248439593225173e-01	3.008763605827235454e-01	3.968987344055474598e-01	3.366934988156481956e-01	2.427880011690185802e-01	6.691212324430568792e-01	5.982516422371479958e-01	5.782165003049011265e-01	8.334085182221094568e-02	2.885345093093586999e-01	1.365419235121698993e-01	2.029632016619509205e-01	4.858963309309559109e-01	2.564284592124019824e-01
2.972109415194829421e-02	6.989561141848655845e-01	2.660462208744112655e-01	4.881706007989586871e-01	3.274430257437386804e-01	2.385546593508170998e-01	6.717995342679706772e-01	6.615743650284080513e-01	6.290445467541290192e-01	1.063688865076263396e-01	2.717341442164992182e-01	1.283328643366341282e-01	1.984647459438606820e-01	4.570108743337774060e-01	2.563572635425839241e-01
3.305496913088942779e-02	6.862806903249449864e-01	2.728007123485837182e-01	5.130270985742164669e-01	3.249725457496171477e-01	2.974643859919387512e-01	6.088976907462130272e-01	6.551926523868720764e-01	5.915796719872010723e-01	9.633784349973908978e-02	2.883960518225583969e-01	1.218855125606305573e-01	1.492017728924271425e-01	4.635583402906716111e-01	2.482620957330101685e-01
3.248014697825587355e-02	6.986754050342534050e-01	2.624818086865012834e-01	4.957321659453680640e-01	3.241036306424485147e-01	3.028700941229927612e-01	6.187346726046464296e-01	6.548914965694176971e-01	6.041313737459562683e-01	9.972940162083539228e-02	2.980294021682606820e-01	1.180633658799272873e-01	1.585820999381802043e-01	4.691802118754661577e-01	2.539128990939766850e-01
3.095743231031234874e-02	6.887572113155020492e-01	2.452247143104880622e-01	5.286929814823678742e-01	3.150296007621898875e-01	2.383151347807011822e-01	6.609781459685030169e-01	7.067081161652748467e-01	5.522969636729888609e-01	9.724385081320706392e-02	2.668434290091450389e-01	1.175004507887852101e-01	1.630144394159785126e-01	4.947348976560166922e-01	2.437200896014241613e-01
3.131162988922325113e-02	6.907070685679553845e-01	2.437726541022579851e-01	5.092804181733687763e-01	2.948035251022353420e-01	2.106627676731326337e-01	6.574094784539333824e-01	6.956025667944275570e-01	5.730678894903086240e-01	1.060290361493545358e-01	2.523125935303248135e-01	1.145199294133369405e-01	1.850525456827008530e-01	4.934575847008788596e-01	2.413949964442582141e-01
3.050510120430062824e-02	6.464730204193243068e-01	2.361085790948415919e-01	5.217618040409494062e-01	2.851967650851744973e-01	2.259530918745868699e-01	6.441709920490483743e-01	7.309212283647066322e-01	5.544913584008369645e-01	1.187683007197016805e-01	2.445812134332425447e-01	1.136222574626718773e-01	1.854221279911481279e-01	4.915594367478670068e-01	2.501485362561811088e-01
